"tick","Human Count","Zombie Count"
131.0,61,44
132.0,61,44
133.0,61,44
134.0,59,46
135.0,59,46
136.0,58,47
137.0,58,47
138.0,57,48
139.0,57,48
140.0,56,49
141.0,56,49
142.0,55,50
143.0,55,50
144.0,54,51
145.0,54,51
146.0,53,52
147.0,53,52
148.0,52,53
149.0,51,54
150.0,51,54
151.0,50,55
152.0,50,55
153.0,50,55
154.0,48,57
155.0,48,57
156.0,47,58
157.0,46,59
158.0,46,59
159.0,46,59
160.0,46,59
161.0,46,59
162.0,45,60
163.0,44,61
164.0,44,61
165.0,44,61
166.0,41,64
167.0,40,65
168.0,39,66
169.0,39,66
170.0,38,67
171.0,38,67
172.0,37,68
173.0,37,68
174.0,37,68
175.0,37,68
176.0,37,68
177.0,36,69
178.0,35,70
179.0,34,71
180.0,34,71
181.0,34,71
182.0,33,72
183.0,33,72
184.0,32,73
185.0,32,73
186.0,30,75
187.0,30,75
188.0,27,78
189.0,27,78
190.0,27,78
191.0,26,79
192.0,25,80
193.0,25,80
194.0,25,80
195.0,24,81
196.0,24,81
197.0,24,81
198.0,24,81
199.0,24,81
200.0,24,81
201.0,24,81
202.0,23,82
203.0,23,82
204.0,22,83
205.0,22,83
206.0,21,84
207.0,20,85
208.0,20,85
209.0,20,85
210.0,19,86
211.0,19,86
212.0,19,86
213.0,19,86
214.0,19,86
215.0,19,86
216.0,18,87
217.0,18,87
218.0,16,89
219.0,16,89
220.0,16,89
221.0,16,89
222.0,16,89
223.0,15,90
224.0,14,91
225.0,13,92
226.0,12,93
227.0,12,93
228.0,12,93
229.0,11,94
230.0,11,94
231.0,11,94
232.0,11,94
233.0,11,94
234.0,11,94
235.0,11,94
236.0,11,94
237.0,11,94
238.0,11,94
239.0,11,94
240.0,11,94
241.0,10,95
242.0,10,95
243.0,10,95
244.0,10,95
245.0,9,96
246.0,9,96
247.0,9,96
248.0,9,96
249.0,8,97
250.0,7,98
251.0,7,98
252.0,7,98
253.0,7,98
254.0,7,98
255.0,7,98
256.0,7,98
257.0,7,98
258.0,7,98
259.0,7,98
260.0,7,98
261.0,6,99
262.0,6,99
263.0,6,99
264.0,6,99
265.0,6,99
266.0,6,99
267.0,6,99
268.0,6,99
269.0,6,99
270.0,6,99
271.0,6,99
272.0,6,99
273.0,5,100
274.0,5,100
275.0,5,100
276.0,5,100
277.0,5,100
278.0,5,100
279.0,5,100
280.0,5,100
281.0,4,101
282.0,3,102
283.0,3,102
284.0,3,102
285.0,3,102
286.0,3,102
287.0,2,103
288.0,2,103
289.0,2,103
290.0,1,104
291.0,1,104
292.0,1,104
293.0,1,104
294.0,1,104
295.0,0,105
296.0,0,105
297.0,0,105
298.0,0,105
299.0,0,105
300.0,0,105
301.0,0,105
302.0,0,105
303.0,0,105
304.0,0,105
305.0,0,105
306.0,0,105
307.0,0,105
308.0,0,105
309.0,0,105
310.0,0,105
311.0,0,105
312.0,0,105
313.0,0,105
314.0,0,105
315.0,0,105
316.0,0,105
317.0,0,105
318.0,0,105
319.0,0,105
320.0,0,105
321.0,0,105
322.0,0,105
323.0,0,105
324.0,0,105
325.0,0,105
326.0,0,105
327.0,0,105
328.0,0,105
329.0,0,105
330.0,0,105
331.0,0,105
332.0,0,105
333.0,0,105
334.0,0,105
335.0,0,105
336.0,0,105
337.0,0,105
338.0,0,105
339.0,0,105
340.0,0,105
341.0,0,105
342.0,0,105
343.0,0,105
344.0,0,105
345.0,0,105
346.0,0,105
347.0,0,105
348.0,0,105
349.0,0,105
350.0,0,105
351.0,0,105
352.0,0,105
353.0,0,105
354.0,0,105
355.0,0,105
356.0,0,105
357.0,0,105
358.0,0,105
359.0,0,105
360.0,0,105
361.0,0,105
362.0,0,105
363.0,0,105
364.0,0,105
365.0,0,105
366.0,0,105
367.0,0,105
368.0,0,105
369.0,0,105
370.0,0,105
371.0,0,105
372.0,0,105
373.0,0,105
374.0,0,105
375.0,0,105
376.0,0,105
377.0,0,105
378.0,0,105
379.0,0,105
380.0,0,105
381.0,0,105
382.0,0,105
383.0,0,105
384.0,0,105
385.0,0,105
386.0,0,105
387.0,0,105
388.0,0,105
389.0,0,105
390.0,0,105
391.0,0,105
392.0,0,105
393.0,0,105
394.0,0,105
395.0,0,105
396.0,0,105
397.0,0,105
398.0,0,105
399.0,0,105
400.0,0,105
401.0,0,105
402.0,0,105
403.0,0,105
404.0,0,105
405.0,0,105
406.0,0,105
407.0,0,105
408.0,0,105
409.0,0,105
410.0,0,105
411.0,0,105
412.0,0,105
413.0,0,105
414.0,0,105
415.0,0,105
416.0,0,105
417.0,0,105
418.0,0,105
419.0,0,105
420.0,0,105
421.0,0,105
422.0,0,105
423.0,0,105
424.0,0,105
425.0,0,105
426.0,0,105
427.0,0,105
428.0,0,105
429.0,0,105
430.0,0,105
431.0,0,105
432.0,0,105
433.0,0,105
434.0,0,105
435.0,0,105
436.0,0,105
437.0,0,105
438.0,0,105
439.0,0,105
440.0,0,105
441.0,0,105
442.0,0,105
443.0,0,105
444.0,0,105
445.0,0,105
446.0,0,105
447.0,0,105
448.0,0,105
449.0,0,105
450.0,0,105
451.0,0,105
452.0,0,105
453.0,0,105
454.0,0,105
455.0,0,105
456.0,0,105
457.0,0,105
458.0,0,105
459.0,0,105
460.0,0,105
461.0,0,105
462.0,0,105
463.0,0,105
464.0,0,105
465.0,0,105
466.0,0,105
467.0,0,105
468.0,0,105
469.0,0,105
470.0,0,105
471.0,0,105
472.0,0,105
473.0,0,105
474.0,0,105
475.0,0,105
476.0,0,105
477.0,0,105
478.0,0,105
479.0,0,105
480.0,0,105
481.0,0,105
482.0,0,105
483.0,0,105
484.0,0,105
485.0,0,105
486.0,0,105
487.0,0,105
488.0,0,105
489.0,0,105
