"tick","Human Count","Zombie Count"
1.0,99,6
2.0,96,9
3.0,94,11
4.0,93,12
5.0,93,12
6.0,93,12
7.0,93,12
8.0,93,12
9.0,93,12
10.0,93,12
11.0,93,12
12.0,93,12
13.0,93,12
14.0,93,12
15.0,93,12
16.0,93,12
17.0,93,12
18.0,93,12
19.0,93,12
20.0,93,12
21.0,93,12
22.0,93,12
23.0,93,12
24.0,93,12
25.0,93,12
26.0,93,12
27.0,93,12
28.0,93,12
29.0,93,12
30.0,93,12
31.0,93,12
32.0,93,12
33.0,93,12
34.0,93,12
35.0,93,12
36.0,93,12
37.0,93,12
38.0,93,12
39.0,93,12
40.0,93,12
41.0,93,12
42.0,93,12
43.0,93,12
44.0,93,12
45.0,93,12
46.0,93,12
47.0,93,12
48.0,93,12
49.0,93,12
50.0,93,12
51.0,93,12
52.0,93,12
53.0,93,12
54.0,93,12
55.0,93,12
56.0,93,12
57.0,93,12
58.0,93,12
59.0,93,12
60.0,93,12
61.0,93,12
62.0,93,12
63.0,93,12
64.0,93,12
65.0,93,12
66.0,93,12
67.0,93,12
68.0,93,12
69.0,93,12
70.0,93,12
71.0,93,12
72.0,93,12
73.0,93,12
74.0,93,12
75.0,93,12
76.0,93,12
77.0,93,12
78.0,93,12
79.0,93,12
80.0,93,12
81.0,93,12
82.0,93,12
83.0,93,12
84.0,93,12
85.0,93,12
86.0,93,12
87.0,93,12
88.0,93,12
89.0,93,12
90.0,93,12
91.0,93,12
92.0,93,12
93.0,93,12
94.0,93,12
95.0,93,12
96.0,93,12
97.0,93,12
98.0,93,12
99.0,93,12
100.0,93,12
101.0,93,12
102.0,93,12
103.0,93,12
104.0,93,12
105.0,93,12
106.0,93,12
107.0,93,12
108.0,93,12
109.0,93,12
110.0,93,12
111.0,93,12
112.0,93,12
113.0,93,12
114.0,93,12
115.0,93,12
116.0,93,12
117.0,93,12
118.0,93,12
119.0,93,12
120.0,93,12
121.0,93,12
122.0,93,12
123.0,93,12
124.0,93,12
125.0,93,12
126.0,93,12
127.0,93,12
128.0,93,12
129.0,93,12
130.0,93,12
131.0,93,12
132.0,93,12
133.0,93,12
134.0,93,12
135.0,93,12
136.0,93,12
137.0,93,12
138.0,93,12
139.0,93,12
140.0,93,12
141.0,93,12
142.0,93,12
143.0,93,12
144.0,93,12
145.0,93,12
146.0,93,12
147.0,93,12
148.0,93,12
149.0,93,12
150.0,93,12
151.0,93,12
152.0,93,12
153.0,93,12
154.0,93,12
155.0,93,12
156.0,93,12
157.0,93,12
158.0,93,12
159.0,93,12
160.0,93,12
161.0,93,12
162.0,93,12
163.0,93,12
164.0,93,12
165.0,93,12
166.0,93,12
167.0,93,12
168.0,93,12
169.0,93,12
170.0,93,12
171.0,93,12
172.0,93,12
173.0,93,12
174.0,93,12
175.0,93,12
176.0,93,12
177.0,93,12
178.0,93,12
179.0,93,12
180.0,93,12
181.0,93,12
182.0,93,12
183.0,93,12
184.0,93,12
185.0,93,12
186.0,93,12
187.0,93,12
188.0,93,12
189.0,93,12
190.0,93,12
191.0,93,12
192.0,93,12
193.0,93,12
194.0,93,12
195.0,93,12
196.0,93,12
197.0,93,12
198.0,93,12
199.0,93,12
200.0,93,12
201.0,93,12
202.0,93,12
203.0,93,12
204.0,93,12
205.0,93,12
206.0,93,12
207.0,93,12
208.0,93,12
209.0,93,12
210.0,93,12
211.0,93,12
212.0,93,12
213.0,93,12
214.0,93,12
215.0,93,12
216.0,93,12
217.0,93,12
218.0,93,12
219.0,93,12
220.0,93,12
221.0,93,12
222.0,93,12
223.0,93,12
224.0,93,12
225.0,93,12
226.0,93,12
227.0,93,12
228.0,93,12
229.0,93,12
230.0,93,12
231.0,93,12
232.0,93,12
233.0,93,12
234.0,93,12
235.0,93,12
236.0,93,12
237.0,93,12
238.0,93,12
239.0,93,12
240.0,93,12
241.0,93,12
242.0,93,12
243.0,93,12
244.0,93,12
245.0,93,12
246.0,93,12
247.0,93,12
248.0,93,12
249.0,93,12
250.0,93,12
251.0,93,12
252.0,93,12
253.0,93,12
254.0,93,12
255.0,93,12
256.0,93,12
